ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,ProtoForm,ConceptInSource
pP-tooth-2,,pP,tooth,*ṣ̌ɨ-wɨ,*ṣ̌ɨ-wɨ,ʃ ɨ + w ɨ,,,96,,^ * ṣ̌ ɨ - w ɨ $,default,"**ṣɨ-,**ṣɨ-wɨ",fishhook
pT-tooth-1,,pT,tooth,*c̣e,*c̣e,ʈʂ e,,,96,,^ * c̣ e $,default,"**ṣɨ-,**ṣɨ-wɨ",tooth
pT-tooth-2,,pT,tooth,*c̣ewe,*c̣ewe,ʈʂ e w e,,,96,,^ * c̣ e w e $,default,"**ṣɨ-,**ṣɨ-wɨ",hook
ProPaTa-doorway-1,,ProPaTa,doorway,**ṣɨkʷɨ,**ṣɨkʷɨ,ʃ ɨ kʷ ɨ,,,97,,^ * * ṣ ɨ kʷ ɨ $,default,**ṣɨkʷɨ,doorway
pP-doorway-1,,pP,doorway,*ṣ̌ɨkʷɨ,*ṣ̌ɨkʷɨ,ʃ ɨ kʷ ɨ,,,97,,^ * ṣ̌ ɨ kʷ ɨ $,default,**ṣɨkʷɨ,doorway
pT-doorway-1,,pT,doorway,*c̣ekʷe,*c̣ekʷe,ʈʂ e kʷ e,,,97,,^ * c̣ e kʷ e $,default,**ṣɨkʷɨ,"door,-way"
ProPaTa-worm-1,,ProPaTa,worm,**ṣɨna,**ṣɨna,ʃ ɨ n a,,,98,,^ * * ṣ ɨ n a $,default,**ṣɨna,worm
pP-worm-1,,pP,worm,*ṣ̌ɨna,*ṣ̌ɨna,ʃ ɨ n a,,,98,,^ * ṣ̌ ɨ n a $,default,**ṣɨna,worm
pT-worm-1,,pT,worm,*c̣ena,*c̣ena,ʈʂ e n a,,,98,,^ * c̣ e n a $,default,**ṣɨna,worm
pP-worm-2,,pP,worm,*ṣ̌ɨni,*ṣ̌ɨni,ʃ ɨ n i,,,99,,^ * ṣ̌ ɨ n i $,default,**ṣɨNi,"fat,grease"
pT-worm-2,,pT,worm,*c̣eri,*c̣eri,ʈʂ e r i,,,99,,^ * c̣ e r i $,default,**ṣɨna,fat
ProPaTa-boneassecondmemberofacompound-1,,ProPaTa,boneassecondmemberofacompound,**ṣu (< **ṣau),**ṣu,ʃ u,,,100,,^ * * ṣ u $,default,**ṣu (< **ṣau),bone (as a second member of a compound)
pP-boneassecondmemberofacompound-1,,pP,boneassecondmemberofacompound,*-ṣ̌o,*-ṣ̌o,ʃ o,,,100,,^ *- ṣ̌ o $,default,**ṣu (< **ṣau),bone (as a second member of a compound)
pT-boneassecondmemberofacompound-1,,pT,boneassecondmemberofacompound,*-c̣u,*-c̣u,ʈʂ u,cf. pT *ba(i)-c̣u ‘elbow’. The etymology of Tak. *-c̣u however may be related to *c̣u1- and not to *c̣au.,,100,,^ *- c̣ u $,default,**ṣu (< **ṣau),bone (as a second member of a compound)
ProPaTa-toucan-2,,ProPaTa,toucan,**ṣuk(ʷ)ɨ,**ṣukɨ,ʃ u k ɨ,,,101,,^ * * ṣ u k ɨ $,default,**ṣuk(ʷ)ɨ,toucan
pP-toucan-2,,pP,toucan,*ṣ̌okɨ,*ṣ̌okɨ,ʃ o k ɨ,,,101,,^ * ṣ̌ o k ɨ $,default,**ṣuk(ʷ)ɨ,toucan
pT-toucan-3,,pT,toucan,*cukʷe,*cukʷe,ʈʂ u kʷ e,,,101,,^ * c u kʷ e $,default,**ṣuk(ʷ)ɨ,toucan
ProPaTa-eye-1,,ProPaTa,eye,**šipi,**šipi,ʂ i p i,,,102,,^ * * š i p i $,default,**šipi,eye
pP-eye-1,,pP,eye,*bɨšpi,*bɨšpi,b ɨ ʂ p i,(<*bɨ+šipi?),,102,,^ * b ɨ š p i $,default,**šipi,"eyebrow,eyelash"
pT-eye-1,,pT,eye,…?,…?,,Highly problematic,,102,,^ … ? $,default,**šipi,eye
ProPaTa-footleg-1,,ProPaTa,footleg,**ta-,**ta-,t a,,,103,,^ * * t a -$,default,**ta-,"foot,leg"
pP-footleg-1,,pP,footleg,*taʔɨ,*taʔɨ,t a ʔ ɨ,,,103,,^ * t a ʔ ɨ $,default,**ta-,foot
pT-footleg-1,,pT,footleg,*ta-,*ta-,t a,,,103,,^ * t a -$,default,**ta-,"foot,leg"
ProPaTa-liver-1,,ProPaTa,liver,**takʷa,**takʷa,t a kʷ a,,,104,,^ * * t a kʷ a $,default,**takʷa,liver
pP-liver-1,,pP,liver,*takʷa,*takʷa,t a kʷ a,,,104,,^ * t a kʷ a $,default,**takʷa,liver
pT-liver-1,,pT,liver,*takʷa,*takʷa,t a kʷ a,,,104,,^ * t a kʷ a $,default,**takʷa,liver
ProPaTa-cheek-1,,ProPaTa,cheek,**tamu,**tamu,t a m u,,,105,,^ * * t a m u $,default,**tamu,cheek
pP-cheek-1,,pP,cheek,*tamo,*tamo,t a m o,,,105,,^ * t a m o $,default,**tamu,cheek
ProPaTa-toroll-1,,ProPaTa,toroll,**tara-n-,**tara-n-,t a r a + n,,,106,,^ * * t a r a - n -$,default,**tara-n-,to roll
pP-toroll-1,,pP,toroll,*tará̹-,*tará̹-,t a r a,,,106,,^ * t a r á̹ -$,default,**tara-n-,"to roll,make something go round"
pT-toroll-1,,pT,toroll,*tařa,*tařa,t a ɽ a,,,106,,^ * t a ř a $,default,**tara-n-,"ring,corral,around"
ProPaTa-torow-1,,ProPaTa,torow,**taru-n-,**taru-n-,t a r u + n,,,107,,^ * * t a r u - n -$,default,**taru-n-,to row
pT-torow-1,,pT,torow,*tařu,*tařu,t a ɽ u,,,107,,^ * t a ř u $,default,**taru-n-,"oar;to row,beat"
ProPaTa-cane-1,,ProPaTa,cane,**tawa,**tawa,t a w a,,,108,,^ * * t a w a $,default,**tawa,cane
pP-cane-1,,pP,cane,*tawa,*tawa,t a w a,,,108,,^ * t a w a $,default,**tawa,"cane,bamboo;arrow"
pT-cane-1,,pT,cane,*ta(wa),*ta,t a,,,108,,^ * t a $,default,**tawa,cane
ProPaTa-tograspbreak-1,,ProPaTa,tograspbreak,**tɨ(ʔ)k(ʷ)V,**tɨkV,t ɨ k !V/i,,,109,,^ * * t ɨ k V $,default,**tɨ(ʔ)k(ʷ)V,"to grasp,brake"
pP-tograspbreak-1,,pP,tograspbreak,*tɨʔk(ɨ),*tɨʔk,t ɨ ʔ k,,,109,,^ * t ɨ ʔ k $,default,**tɨ(ʔ)k(ʷ)V,"to grasp,brake"
pT-tograspbreak-1,,pT,tograspbreak,*tekʷa-,*tekʷa-,t e kʷ a,,,109,,^ * t e kʷ a -$,default,**tɨ(ʔ)k(ʷ)V,"to beat,kill,hunt"
ProPaTa-general3rdpersonsgandplpronoun-1,,ProPaTa,general3rdpersonsgandplpronoun,**tu1-,**tu1-,t u,,,110,,^ * * t u 1 -$,default,**tu1-,general 3rd person (sg. And pl.) pronoun
pT-general3rdpersonsgandplpronoun-1,,pT,general3rdpersonsgandplpronoun,*tu1-,*tu1-,t u,,,110,,^ * t u 1 -$,default,**tu1-,general 3rd person (sg. And pl.) pronoun
ProPaTa-round-1,,ProPaTa,round,**tu2-,**tu2-,t u,,,111,,^ * * t u 2 -$,default,**tu2-,round
pT-round-1,,pT,round,*tu2-,*tu2-,t u,,,111,,^ * t u 2 -$,default,**tu2-,"round,bent,and many compounds which have reference to that particular shape"
ProPaTa-undocut-1,,ProPaTa,undocut,"**tu-,**tu-bu-",**tu-,t u,,,112,,^ * * t u -$,default,"**tu-,**tu-bu-","undo,cut"
ProPaTa-undocut-2,,ProPaTa,undocut,"**tu-,**tu-bu-",**tu-bu-,t u + b u,,,112,,^ * * t u - b u -$,default,"**tu-,**tu-bu-","undo,cut"
pT-undocut-1,,pT,undocut,*tubu-,*tubu-,t u b u,,,112,,^ * t u b u -$,default,"**tu-,**tu-bu-","to cut,shorten"
ProPaTa-demonspirit-1,,ProPaTa,demonspirit,**yuṣi,**yuṣi,j u ʃ i,"This is the only correspondance of pP *y and pT *d, despite the fact that pP *y is a fairly common phoneme. These forms may not be original but rather from the Spanish Dios (?)",,113,,^ * * y u ṣ i $,default,**yuṣi,"demon,spirit"
pP-demonspirit-1,,pP,demonspirit,*yoṣ̌i-ni,*yoṣ̌i-ni,j o ʃ i + n i,,,113,,^ * y o ṣ̌ i - n i $,default,**yuṣi,"demon,spirit"
pT-demonspirit-1,,pT,demonspirit,*duci,*duci,d u ʈʂ i,,,113,,^ * d u c i $,default,**yuṣi,spirit
ProPaTa-old-1,,ProPaTa,old,"**ẓɨNi,**ẓiNi",**ẓɨNi,z ɨ !N/n i,,,114,,^ * * ẓ ɨ N i $,default,"**ẓɨNi,**ẓiNi",old
ProPaTa-old-2,,ProPaTa,old,"**ẓɨNi,**ẓiNi",**ẓiNi,z i !N/n i,,,114,,^ * * ẓ i N i $,default,"**ẓɨNi,**ẓiNi",old
pP-old-1,,pP,old,*ṣ̌ɨni,*ṣ̌ɨni,ʃ ɨ n i,but cf. Ch,,114,,^ * ṣ̌ ɨ n i $,default,"**ẓɨNi,**ẓiNi",old
pT-old-1,,pT,old,*ziri,*ziri,z i r i,,,114,,^ * z i r i $,default,"**ẓɨNi,**ẓiNi",old
ProPaTa-greenunripe-1,,ProPaTa,greenunripe,**ẓ…,**ẓ…,z,,,115,,^ * * ẓ … $,default,**ẓ…,"green,unripe"
pP-greenunripe-1,,pP,greenunripe,*ṣ̌oo,*ṣ̌oo,ʃ o o,,,115,,^ * ṣ̌ o o $,default,**ẓ…,"green,not ripe"
pT-greenunripe-1,,pT,greenunripe,*zawa,*zawa,z a w a,"but cf. PT *sawa ‘yellow,ripe’",,115,,^ * z a w a $,default,**ẓ…,"green,unripe"
ProPaTa-corn-1,,ProPaTa,corn,"**žikɨ,**žɨki",**žikɨ,z i k ɨ,"Both pP and pT forms may, however, be ancient Arawak loans",,116,,^ * * ž i k ɨ $,default,"**žikɨ,**žɨki",corn
ProPaTa-corn-2,,ProPaTa,corn,"**žikɨ,**žɨki",**žɨki,z ɨ k i,"Both pP and pT forms may, however, be ancient Arawak loans",,116,,^ * * ž ɨ k i $,default,"**žikɨ,**žɨki",corn
pP-corn-1,,pP,corn,*ṣ̌ɨki,*ṣ̌ɨki,ʃ ɨ k i,but cf. Csh,,116,,^ * ṣ̌ ɨ k i $,default,"**žikɨ,**žɨki",corn
pT-corn-1,,pT,corn,*jike,*jike,j i k e,,,116,,^ * j i k e $,default,"**žikɨ,**žɨki",corn
